id,participant,song,start,end,moment,songlen,ratio
387,19,0,44.932869,47.932869,46.432869,263,0.1765508327
388,19,1,191.9480655,194.9480655,193.4480655,380,0.509073856579
389,19,1,84.6158055,87.6158055,86.1158055,380,0.226620540789
390,19,1,141.8485665,144.8485665,143.3485665,380,0.377233069737
391,19,1,38.699598,41.699598,40.199598,380,0.105788415789
392,19,1,243.430884,246.430884,244.930884,380,0.644554957895
393,19,1,321.463437,324.463437,322.963437,380,0.849903781579
394,19,2,56.3160885,59.3160885,57.8160885,378,0.152952615079
395,19,2,210.631212,213.631212,212.131212,378,0.56119368254
396,19,2,162.5816925,165.5816925,164.0816925,378,0.434078551587
397,19,2,27.799707,30.799707,29.299707,378,0.077512452381
398,20,0,88.8157635,91.8157635,90.3157635,187,0.482971997326
399,20,0,67.599309,70.599309,69.099309,187,0.36951502139
400,20,0,100.898976,103.898976,102.398976,187,0.547588106952
401,20,0,145.3818645,148.3818645,146.8818645,187,0.785464516043
402,20,0,46.466187,49.466187,47.966187,187,0.256503673797
403,20,1,423.9457455,426.9457455,425.4457455,555,0.766568910811
404,20,1,42.7828905,45.7828905,44.2828905,555,0.0797889918919
405,20,1,364.0463445,367.0463445,365.5463445,555,0.658642062162
406,20,1,492.661725,495.661725,494.161725,555,0.890381486486
407,20,1,312.296862,315.296862,313.796862,555,0.565399751351
408,20,1,75.7158945,78.7158945,77.2158945,555,0.139127737838
409,20,1,451.395471,454.395471,452.895471,555,0.816027875676
410,20,1,14.6165055,17.6165055,16.1165055,555,0.0290387486486
411,20,1,165.198333,168.198333,166.698333,555,0.300357356757
412,20,1,60.932709,63.932709,62.432709,555,0.112491367568
413,20,1,239.764254,242.764254,241.264254,555,0.434710367568
414,20,1,284.83047,287.83047,286.33047,555,0.515910756757
415,20,1,330.296682,333.296682,331.796682,555,0.597831859459
416,20,1,22.5497595,25.5497595,24.0497595,555,0.0433329
417,20,1,348.3798345,351.3798345,349.8798345,555,0.630414116216
418,20,1,534.1113105,537.1113105,535.6113105,555,0.965065424324
419,20,1,30.7496775,33.7496775,32.2496775,555,0.058107527027
420,20,1,499.3449915,502.3449915,500.8449915,555,0.902423408108
421,20,1,342.8465565,345.8465565,344.3465565,555,0.620444245946
422,20,1,385.9794585,388.9794585,387.4794585,555,0.698161186486
423,20,1,201.4813035,204.4813035,202.9813035,555,0.365732078378
424,20,1,133.6819815,136.6819815,135.1819815,555,0.243571137838
425,20,1,89.5157565,92.5157565,91.0157565,555,0.163992354054
426,20,1,521.594769,524.594769,523.094769,555,0.942513097297
427,20,1,119.6154555,122.6154555,121.1154555,555,0.218226045946
428,20,1,3.099954,6.099954,4.599954,555,0.00828820540541
429,20,1,224.7477375,227.7477375,226.2477375,555,0.407653581081
430,20,2,142.6818915,145.6818915,144.1818915,229,0.629615246725
431,20,2,216.864483,219.864483,218.364483,229,0.953556694323
432,20,2,149.5818225,152.5818225,151.0818225,229,0.659745949782
433,20,2,56.399421,59.399421,57.899421,229,0.252835899563
434,20,2,84.432474,87.432474,85.932474,229,0.375250978166
435,20,2,202.9812885,205.9812885,204.4812885,229,0.89293139083
436,20,2,182.964822,185.964822,184.464822,229,0.805523240175
437,20,2,27.199713,30.199713,28.699713,229,0.125326257642
438,20,2,38.666265,41.666265,40.166265,229,0.175398537118
439,21,0,163.5816825,166.5816825,165.0816825,367,0.449813848774
